Timestamp,Topic,Payload
2023-11-14T21:03:11.116056,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.117233,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.118973,avr/vio/position/ned,"{""n"": 0.4951178341924809, ""e"": 7.0162481831956525, ""d"": -747.0512297882517}"
2023-11-14T21:03:11.119968,avr/fusion/position/ned,"{""n"": 0.4951178341924809, ""e"": 7.0162481831956525, ""d"": -747.0512297882517}"
2023-11-14T21:03:11.120994,avr/vio/orientation/eul,"{""psi"": 2.3662590173799574, ""theta"": -0.03374896772610834, ""phi"": -0.006744311313379956}"
2023-11-14T21:03:11.121964,avr/vio/heading,"{""degrees"": 359.613579426021}"
2023-11-14T21:03:11.121964,avr/vio/velocity/ned,"{""n"": 0.2711731940507889, ""e"": 0.09585637599229813, ""d"": 0.002861022949218739}"
2023-11-14T21:03:11.122994,avr/vio/confidence,"{""tracker"": 70}"
2023-11-14T21:03:11.122994,avr/fusion/geo,"{""lat"": 32.80854904464381, ""lon"": -97.15634425085707, ""alt"": 168.97051229851638}"
2023-11-14T21:03:11.123969,avr/fusion/attitude/euler,"{""psi"": 2.3662590173799574, ""theta"": -0.03374896772610834, ""phi"": -0.006744311313379956}"
2023-11-14T21:03:11.125001,avr/fcm/location/local,"{""dX"": -0.00029675394762307405, ""dY"": -0.00038135243812575936, ""dZ"": -6.944222927093506}"
2023-11-14T21:03:11.125996,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.18100236356258392}"
2023-11-14T21:03:11.125996,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.127096,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.161319,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.162369,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17969095706939697}"
2023-11-14T21:03:11.164316,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.165316,avr/fusion/attitude/heading,"{""heading"": 359.613579426021}"
2023-11-14T21:03:11.166315,avr/fusion/velocity/ned,"{""Vn"": 0.2711731940507889, ""Ve"": 0.09585637599229813, ""Vd"": 0.002861022949218739}"
2023-11-14T21:03:11.166315,avr/fusion/groundspeed,"{""groundspeed"": 0.287616665007582}"
2023-11-14T21:03:11.167317,avr/fusion/climbrate,"{""climb_rate_fps"": -0.5631923675537088}"
2023-11-14T21:03:11.167317,avr/fusion/hil_gps,"{""time_usec"": 1699400708108508, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168970, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35961}"
2023-11-14T21:03:11.168315,avr/fcm/location/local,"{""dX"": -0.000284364476101473, ""dY"": -0.0003839773125946522, ""dZ"": -6.944215297698975}"
2023-11-14T21:03:11.169181,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17918755114078522}"
2023-11-14T21:03:11.169279,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.169279,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.170315,avr/fcm/attitude/euler,"{""roll"": 0.220380038022995, ""pitch"": 1.5343425273895264, ""yaw"": 0.1788051873445511}"
2023-11-14T21:03:11.171316,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:11.208381,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17843137681484222}"
2023-11-14T21:03:11.209377,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.211378,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.212422,avr/fcm/location/local,"{""dX"": -0.00027174808201380074, ""dY"": -0.00038489801227115095, ""dZ"": -6.944207191467285}"
2023-11-14T21:03:11.213431,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.214632,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.1781131774187088}"
2023-11-14T21:03:11.214632,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.252628,avr/vio/position/ned,"{""n"": 0.5259199931820042, ""e"": 7.014337264489481, ""d"": -747.0472486644252}"
2023-11-14T21:03:11.253436,avr/vio/orientation/eul,"{""psi"": 2.366191361460008, ""theta"": -0.03627966866860012, ""phi"": -0.004595046231438653}"
2023-11-14T21:03:11.254435,avr/fusion/position/ned,"{""n"": 0.5259199931820042, ""e"": 7.014337264489481, ""d"": -747.0472486644252}"
2023-11-14T21:03:11.256436,avr/vio/heading,"{""degrees"": 359.7367232442711}"
2023-11-14T21:03:11.257438,avr/vio/velocity/ned,"{""n"": 0.05974156309419604, ""e"": -0.43299584301994803, ""d"": -0.0014233945020989105}"
2023-11-14T21:03:11.258437,avr/vio/confidence,"{""tracker"": 67}"
2023-11-14T21:03:11.259436,avr/fusion/attitude/euler,"{""psi"": 2.366191361460008, ""theta"": -0.03627966866860012, ""phi"": -0.004595046231438653}"
2023-11-14T21:03:11.260114,avr/fusion/geo,"{""lat"": 32.808549047421195, ""lon"": -97.15634425106111, ""alt"": 168.97047248721282}"
2023-11-14T21:03:11.260437,avr/fcm/location/local,"{""dX"": -0.0002634397824294865, ""dY"": -0.00038336426950991154, ""dZ"": -6.944201469421387}"
2023-11-14T21:03:11.261435,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17704351246356964}"
2023-11-14T21:03:11.261435,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.262436,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.262436,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17704351246356964}"
2023-11-14T21:03:11.263435,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.263435,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.264435,avr/fcm/location/local,"{""dX"": -0.0002588665811344981, ""dY"": -0.0003820734564214945, ""dZ"": -6.944191932678223}"
2023-11-14T21:03:11.265492,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.1762823760509491}"
2023-11-14T21:03:11.265492,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.266584,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.301919,avr/fcm/attitude/euler,"{""roll"": 0.22098413109779358, ""pitch"": 1.533635139465332, ""yaw"": 0.17586840689182281}"
2023-11-14T21:03:11.302918,avr/fusion/attitude/heading,"{""heading"": 359.7367232442711}"
2023-11-14T21:03:11.303951,avr/fusion/velocity/ned,"{""Vn"": 0.05974156309419604, ""Ve"": -0.43299584301994803, ""Vd"": -0.0014233945020989105}"
2023-11-14T21:03:11.305402,avr/fusion/groundspeed,"{""groundspeed"": 0.4370977630158879}"
2023-11-14T21:03:11.305950,avr/fusion/climbrate,"{""climb_rate_fps"": 0.2801952077381705}"
2023-11-14T21:03:11.305950,avr/fusion/hil_gps,"{""time_usec"": 1699400708209121, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168970, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35973}"
2023-11-14T21:03:11.306962,avr/fcm/hil_gps_stats,"{""num_frames"": 483}"
2023-11-14T21:03:11.306962,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17528264224529266}"
2023-11-14T21:03:11.307951,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.307951,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.308950,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:11.309950,avr/fcm/location/local,"{""dX"": -0.00025420761085115373, ""dY"": -0.0003811116621363908, ""dZ"": -6.944178104400635}"
2023-11-14T21:03:11.309950,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.1745913177728653}"
2023-11-14T21:03:11.310950,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.310950,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.345597,avr/fusion/hil_gps,"{""time_usec"": 1699400708309749, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168970, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35973}"
2023-11-14T21:03:11.346594,avr/fcm/location/local,"{""dX"": -0.000254098471486941, ""dY"": -0.00038230782956816256, ""dZ"": -6.944166660308838}"
2023-11-14T21:03:11.348594,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17378190159797668}"
2023-11-14T21:03:11.348918,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.349594,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.350154,avr/vio/position/ned,"{""n"": 0.5282453898830113, ""e"": 6.996125583465542, ""d"": -747.0437693663164}"
2023-11-14T21:03:11.350594,avr/fusion/position/ned,"{""n"": 0.5282453898830113, ""e"": 6.996125583465542, ""d"": -747.0437693663164}"
2023-11-14T21:03:11.381347,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:11.381897,avr/fusion/geo,"{""lat"": 32.80854904763087, ""lon"": -97.15634425300561, ""alt"": 168.97043769388685}"
2023-11-14T21:03:11.382918,avr/vio/orientation/eul,"{""psi"": 2.366549220570595, ""theta"": -0.03598818538580354, ""phi"": -0.00461660693920373}"
2023-11-14T21:03:11.384893,avr/vio/heading,"{""degrees"": 359.7354879067128}"
2023-11-14T21:03:11.384893,avr/vio/velocity/ned,"{""n"": 0.03743391568051245, ""e"": -0.09172126874887854, ""d"": 0.03334274865630873}"
2023-11-14T21:03:11.385892,avr/vio/confidence,"{""tracker"": 66}"
2023-11-14T21:03:11.385892,avr/fusion/attitude/euler,"{""psi"": 2.366549220570595, ""theta"": -0.03598818538580354, ""phi"": -0.00461660693920373}"
2023-11-14T21:03:11.386892,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17375236749649048}"
2023-11-14T21:03:11.387893,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.387893,avr/fcm/attitude/euler,"{""roll"": 0.22070471942424774, ""pitch"": 1.5342915058135986, ""yaw"": 0.17341183125972748}"
2023-11-14T21:03:11.389929,avr/fusion/attitude/heading,"{""heading"": 359.7354879067128}"
2023-11-14T21:03:11.390897,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.390897,avr/fcm/location/local,"{""dX"": -0.00026206535403616726, ""dY"": -0.00038473340100608766, ""dZ"": -6.944151401519775}"
2023-11-14T21:03:11.392131,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.1733085811138153}"
2023-11-14T21:03:11.392923,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.392923,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.393924,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17182041704654694}"
2023-11-14T21:03:11.393924,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.439777,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.441474,avr/fcm/location/local,"{""dX"": -0.0002688382228370756, ""dY"": -0.00037954296567477286, ""dZ"": -6.94414758682251}"
2023-11-14T21:03:11.442544,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17122386395931244}"
2023-11-14T21:03:11.443512,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.443512,avr/fusion/velocity/ned,"{""Vn"": 0.03743391568051245, ""Ve"": -0.09172126874887854, ""Vd"": 0.03334274865630873}"
2023-11-14T21:03:11.444472,avr/fusion/groundspeed,"{""groundspeed"": 0.09906608493364275}"
2023-11-14T21:03:11.444472,avr/fusion/climbrate,"{""climb_rate_fps"": -6.563520072994373}"
2023-11-14T21:03:11.445506,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.446472,avr/fcm/location/local,"{""dX"": -0.0002752417349256575, ""dY"": -0.00037350034108385444, ""dZ"": -6.94414758682251}"
2023-11-14T21:03:11.446472,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.1711203157901764}"
2023-11-14T21:03:11.447471,avr/fusion/hil_gps,"{""time_usec"": 1699400708410519, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168970, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35973}"
2023-11-14T21:03:11.447471,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.448471,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.486583,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:11.488128,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17072832584381104}"
2023-11-14T21:03:11.488622,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.489616,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.489970,avr/fcm/attitude/euler,"{""roll"": 0.2203390747308731, ""pitch"": 1.532875895500183, ""yaw"": 0.17046254873275757}"
2023-11-14T21:03:11.490582,avr/fcm/location/local,"{""dX"": -0.0002850746677722782, ""dY"": -0.00036668346729129553, ""dZ"": -6.944151878356934}"
2023-11-14T21:03:11.491582,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.17014773190021515}"
2023-11-14T21:03:11.491582,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.492611,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.519866,avr/vio/position/ned,"{""n"": 0.5778867329456681, ""e"": 7.016360868180694, ""d"": -747.059349649551}"
2023-11-14T21:03:11.520861,avr/vio/orientation/eul,"{""psi"": 2.3656597682349902, ""theta"": -0.03299985133402189, ""phi"": -0.007524739413623782}"
2023-11-14T21:03:11.521864,avr/vio/heading,"{""degrees"": 359.5688641896636}"
2023-11-14T21:03:11.523124,avr/vio/velocity/ned,"{""n"": 0.5750307687243124, ""e"": 0.6364056266340098, ""d"": -0.06740254567081767}"
2023-11-14T21:03:11.523855,avr/vio/confidence,"{""tracker"": 68}"
2023-11-14T21:03:11.525860,avr/fusion/position/ned,"{""n"": 0.5778867329456681, ""e"": 7.016360868180694, ""d"": -747.059349649551}"
2023-11-14T21:03:11.525934,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.526860,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.16969972848892212}"
2023-11-14T21:03:11.526860,avr/fusion/attitude/euler,"{""psi"": 2.3656597682349902, ""theta"": -0.03299985133402189, ""phi"": -0.007524739413623782}"
2023-11-14T21:03:11.528006,avr/fusion/attitude/heading,"{""heading"": 359.5688641896636}"
2023-11-14T21:03:11.528006,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.528857,avr/fcm/location/local,"{""dX"": -0.00029956302023492754, ""dY"": -0.00036249752156436443, ""dZ"": -6.94415807723999}"
2023-11-14T21:03:11.529685,avr/fcm/status,"{""armed"": false, ""mode"": ""MANUAL""}"
2023-11-14T21:03:11.529823,avr/fcm/status,"{""mode"": ""MANUAL"", ""armed"": false}"
2023-11-14T21:03:11.529823,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.16893352568149567}"
2023-11-14T21:03:11.530826,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.531441,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.566909,avr/fusion/velocity/ned,"{""Vn"": 0.5750307687243124, ""Ve"": 0.6364056266340098, ""Vd"": -0.06740254567081767}"
2023-11-14T21:03:11.567910,avr/fusion/groundspeed,"{""groundspeed"": 0.857713534107455}"
2023-11-14T21:03:11.568908,avr/fusion/climbrate,"{""climb_rate_fps"": 13.268191115300459}"
2023-11-14T21:03:11.569907,avr/fusion/geo,"{""lat"": 32.808549052106926, ""lon"": -97.15634425084504, ""alt"": 168.97059349713993}"
2023-11-14T21:03:11.569907,avr/fusion/hil_gps,"{""time_usec"": 1699400708511355, ""fix_type"": 3, ""lat"": 328085490, ""lon"": -971563442, ""alt"": 168970, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 35900, ""satellites_visible"": 13, ""heading"": 35956}"
2023-11-14T21:03:11.570908,avr/fcm/location/local,"{""dX"": -0.00031185918487608433, ""dY"": -0.00035978361847810447, ""dZ"": -6.9441657066345215}"
2023-11-14T21:03:11.571908,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.16720294952392578}"
2023-11-14T21:03:11.572907,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.572907,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.573990,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:03:11.573990,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.16685909032821655}"
2023-11-14T21:03:11.574907,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
2023-11-14T21:03:11.574907,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.612608,avr/fcm/attitude/euler,"{""roll"": 0.22171668708324432, ""pitch"": 1.5345089435577393, ""yaw"": 0.16660448908805847}"
2023-11-14T21:03:11.613604,avr/fcm/location/local,"{""dX"": -0.0003290655731689185, ""dY"": -0.00035265684709884226, ""dZ"": -6.944175720214844}"
2023-11-14T21:03:11.614700,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:03:11.616029,avr/fcm/location/global,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""alt"": 0.0, ""hdg"": 0.16649653017520905}"
2023-11-14T21:03:11.616603,avr/fcm/location/global_full,"{""lat"": 32.8085489, ""lon"": -97.15634419999999, ""rel_alt"": 0.0, ""abs_alt"": 168.97000122070312}"
