Timestamp,Topic,Payload
2023-11-14T21:05:23.668478,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.670239,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.672233,avr/fcm/attitude/euler,"{""roll"": 1.5867412090301514, ""pitch"": 2.1498830318450928, ""yaw"": 179.19651794433594}"
2023-11-14T21:05:23.672233,avr/fcm/location/local,"{""dX"": 1.9569416046142578, ""dY"": 1.4302163124084473, ""dZ"": -7.058710098266602}"
2023-11-14T21:05:23.673232,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.196533203125}"
2023-11-14T21:05:23.674233,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.674748,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.675232,avr/fusion/geo,"{""lat"": 32.80856656571815, ""lon"": -97.1563288710783, ""alt"": 169.08659980608996}"
2023-11-14T21:05:23.675232,avr/fusion/velocity/ned,"{""Vn"": 0.012365739736984023, ""Ve"": 0.08486989718764575, ""Vd"": 0.0053377293828708065}"
2023-11-14T21:05:23.676232,avr/fusion/groundspeed,"{""groundspeed"": 0.0857660245545075}"
2023-11-14T21:05:23.676232,avr/fusion/climbrate,"{""climb_rate_fps"": -1.0507320290181181}"
2023-11-14T21:05:23.677232,avr/fusion/hil_gps,"{""time_usec"": 1699400840647072, ""fix_type"": 3, ""lat"": 328085665, ""lon"": -971563288, ""alt"": 169086, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 18000, ""satellites_visible"": 13, ""heading"": 18002}"
2023-11-14T21:05:23.714437,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.19891357421875}"
2023-11-14T21:05:23.715595,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.715595,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.716432,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:05:23.717430,avr/fcm/location/local,"{""dX"": 1.956926941871643, ""dY"": 1.4302278757095337, ""dZ"": -7.058696746826172}"
2023-11-14T21:05:23.717430,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.20040893554688}"
2023-11-14T21:05:23.718431,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.718431,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.757472,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.20144653320312}"
2023-11-14T21:05:23.758505,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.759471,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.760771,avr/fcm/location/local,"{""dX"": 1.9569146633148193, ""dY"": 1.4302430152893066, ""dZ"": -7.058685779571533}"
2023-11-14T21:05:23.761503,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.2058563232422}"
2023-11-14T21:05:23.762472,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.765506,avr/vio/position/ned,"{""n"": 194.81272761298686, ""e"": 151.06368903594358, ""d"": -758.6613762513639}"
2023-11-14T21:05:23.765506,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.767363,avr/vio/orientation/eul,"{""psi"": -2.358855841456281, ""theta"": 0.04720222707279779, ""phi"": -3.1412097057422956}"
2023-11-14T21:05:23.767476,avr/fusion/position/ned,"{""n"": 194.81272761298686, ""e"": 151.06368903594358, ""d"": -758.6613762513639}"
2023-11-14T21:05:23.768506,avr/fusion/attitude/euler,"{""psi"": -2.358855841456281, ""theta"": 0.04720222707279779, ""phi"": -3.1412097057422956}"
2023-11-14T21:05:23.768506,avr/vio/heading,"{""degrees"": 180.02194129543523}"
2023-11-14T21:05:23.769503,avr/vio/velocity/ned,"{""n"": 0.009590521790927514, ""e"": 0.03459758328315907, ""d"": -0.003226717611900844}"
2023-11-14T21:05:23.769503,avr/vio/confidence,"{""tracker"": 91}"
2023-11-14T21:05:23.770502,avr/fusion/geo,"{""lat"": 32.80856656588611, ""lon"": -97.15632887053721, ""alt"": 169.0866142414676}"
2023-11-14T21:05:23.770502,avr/fusion/attitude/heading,"{""heading"": 180.02194129543523}"
2023-11-14T21:05:23.771565,avr/fcm/attitude/euler,"{""roll"": 1.587856411933899, ""pitch"": 2.149778127670288, ""yaw"": 179.20680236816406}"
2023-11-14T21:05:23.772525,avr/fcm/location/local,"{""dX"": 1.9569047689437866, ""dY"": 1.4302610158920288, ""dZ"": -7.058673858642578}"
2023-11-14T21:05:23.806542,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.20774841308594}"
2023-11-14T21:05:23.807601,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.808663,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.809764,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.20887756347656}"
2023-11-14T21:05:23.811538,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.812542,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.813542,avr/fusion/velocity/ned,"{""Vn"": 0.009590521790927514, ""Ve"": 0.03459758328315907, ""Vd"": -0.003226717611900844}"
2023-11-14T21:05:23.814538,avr/fusion/groundspeed,"{""groundspeed"": 0.035902240560407694}"
2023-11-14T21:05:23.814538,avr/fusion/climbrate,"{""climb_rate_fps"": 0.6351793619026811}"
2023-11-14T21:05:23.815538,avr/fusion/hil_gps,"{""time_usec"": 1699400840747760, ""fix_type"": 3, ""lat"": 328085665, ""lon"": -971563288, ""alt"": 169086, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 18000, ""satellites_visible"": 13, ""heading"": 18002}"
2023-11-14T21:05:23.816081,avr/fcm/location/local,"{""dX"": 1.9569021463394165, ""dY"": 1.4302736520767212, ""dZ"": -7.058663368225098}"
2023-11-14T21:05:23.816538,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.2102508544922}"
2023-11-14T21:05:23.816538,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.817622,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.817622,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:05:23.853083,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.21224975585938}"
2023-11-14T21:05:23.856226,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.859859,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.861860,avr/fcm/location/local,"{""dX"": 1.9568952322006226, ""dY"": 1.430287480354309, ""dZ"": -7.058652877807617}"
2023-11-14T21:05:23.864858,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.21421813964844}"
2023-11-14T21:05:23.866859,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.868924,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.895606,avr/fcm/attitude/euler,"{""roll"": 1.5870747566223145, ""pitch"": 2.150155544281006, ""yaw"": 179.2159423828125}"
2023-11-14T21:05:23.898660,avr/fusion/hil_gps,"{""time_usec"": 1699400840848764, ""fix_type"": 3, ""lat"": 328085665, ""lon"": -971563288, ""alt"": 169086, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 18000, ""satellites_visible"": 13, ""heading"": 18002}"
2023-11-14T21:05:23.900992,avr/fcm/location/local,"{""dX"": 1.956891417503357, ""dY"": 1.4303044080734253, ""dZ"": -7.058645725250244}"
2023-11-14T21:05:23.904651,avr/vio/position/ned,"{""n"": 194.81715427981732, ""e"": 151.06766591231118, ""d"": -758.6602657722442}"
2023-11-14T21:05:23.909653,avr/vio/orientation/eul,"{""psi"": -2.358935840752603, ""theta"": 0.04723772686079731, ""phi"": -3.1412277419553285}"
2023-11-14T21:05:23.911604,avr/fusion/position/ned,"{""n"": 194.81715427981732, ""e"": 151.06766591231118, ""d"": -758.6602657722442}"
2023-11-14T21:05:23.912599,avr/vio/heading,"{""degrees"": 180.02090789655003}"
2023-11-14T21:05:23.917662,avr/fusion/attitude/euler,"{""psi"": -2.358935840752603, ""theta"": 0.04723772686079731, ""phi"": -3.1412277419553285}"
2023-11-14T21:05:23.919660,avr/vio/velocity/ned,"{""n"": 0.035762786865234375, ""e"": 0.02742709970115719, ""d"": -0.0003585241791000945}"
2023-11-14T21:05:23.921663,avr/vio/confidence,"{""tracker"": 92}"
2023-11-14T21:05:23.922650,avr/fusion/geo,"{""lat"": 32.808566566285265, ""lon"": -97.1563288701126, ""alt"": 169.08660313572065}"
2023-11-14T21:05:23.924597,avr/fusion/attitude/heading,"{""heading"": 180.02090789655003}"
2023-11-14T21:05:23.925701,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.927609,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.21595764160156}"
2023-11-14T21:05:23.929726,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.931654,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:05:23.948643,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.951400,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.21766662597656}"
2023-11-14T21:05:23.954316,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.957668,avr/fcm/location/local,"{""dX"": 1.9568885564804077, ""dY"": 1.4303221702575684, ""dZ"": -7.058640003204346}"
2023-11-14T21:05:23.959316,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.21954345703125}"
2023-11-14T21:05:23.964003,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.965333,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.970323,avr/fusion/velocity/ned,"{""Vn"": 0.035762786865234375, ""Ve"": 0.02742709970115719, ""Vd"": -0.0003585241791000945}"
2023-11-14T21:05:23.972375,avr/fusion/groundspeed,"{""groundspeed"": 0.045069088324320446}"
2023-11-14T21:05:23.974506,avr/fusion/climbrate,"{""climb_rate_fps"": 0.0705754846558536}"
2023-11-14T21:05:23.976370,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.22201538085938}"
2023-11-14T21:05:23.978364,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.979412,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.982364,avr/fcm/location/local,"{""dX"": 1.9568899869918823, ""dY"": 1.430335521697998, ""dZ"": -7.05863618850708}"
2023-11-14T21:05:23.991502,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:23.994551,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.2237548828125}"
2023-11-14T21:05:23.996555,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:23.998552,avr/fusion/hil_gps,"{""time_usec"": 1699400840950942, ""fix_type"": 3, ""lat"": 328085665, ""lon"": -971563288, ""alt"": 169086, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 18000, ""satellites_visible"": 13, ""heading"": 18002}"
2023-11-14T21:05:24.001555,avr/fcm/attitude/euler,"{""roll"": 1.587217926979065, ""pitch"": 2.148397445678711, ""yaw"": 179.2261505126953}"
2023-11-14T21:05:24.023006,avr/fcm/location/local,"{""dX"": 1.9568909406661987, ""dY"": 1.4303479194641113, ""dZ"": -7.058634281158447}"
2023-11-14T21:05:24.030427,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.22616577148438}"
2023-11-14T21:05:24.032943,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:24.038139,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:05:24.040944,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:24.042983,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.22840881347656}"
2023-11-14T21:05:24.045142,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:24.046978,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:24.050983,avr/vio/position/ned,"{""n"": 194.83378887103396, ""e"": 151.08368712842662, ""d"": -758.6646310642211}"
2023-11-14T21:05:24.052983,avr/vio/orientation/eul,"{""psi"": -2.3590099568519247, ""theta"": 0.04562200284979696, ""phi"": 3.1408007487957663}"
2023-11-14T21:05:24.054986,avr/vio/heading,"{""degrees"": 179.9546271975261}"
2023-11-14T21:05:24.056931,avr/vio/velocity/ned,"{""n"": 0.012276777580602844, ""e"": -0.12917305106547342, ""d"": 0.0021350917531483124}"
2023-11-14T21:05:24.057993,avr/vio/confidence,"{""tracker"": 92}"
2023-11-14T21:05:24.059938,avr/fusion/position/ned,"{""n"": 194.83378887103396, ""e"": 151.08368712842662, ""d"": -758.6646310642211}"
2023-11-14T21:05:24.061942,avr/fusion/attitude/euler,"{""psi"": -2.3590099568519247, ""theta"": 0.04562200284979696, ""phi"": 3.1408007487957663}"
2023-11-14T21:05:24.065987,avr/fusion/attitude/heading,"{""heading"": 179.9546271975261}"
2023-11-14T21:05:24.067938,avr/fusion/velocity/ned,"{""Vn"": 0.012276777580602844, ""Ve"": -0.12917305106547342, ""Vd"": 0.0021350917531483124}"
2023-11-14T21:05:24.069984,avr/fusion/groundspeed,"{""groundspeed"": 0.12975514012680575}"
2023-11-14T21:05:24.072005,avr/fusion/climbrate,"{""climb_rate_fps"": -0.4202928116072453}"
2023-11-14T21:05:24.076941,avr/fcm/location/local,"{""dX"": 1.9568854570388794, ""dY"": 1.4303615093231201, ""dZ"": -7.058631896972656}"
2023-11-14T21:05:24.080935,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.22842407226562}"
2023-11-14T21:05:24.085939,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:24.087983,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:24.089986,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.22987365722656}"
2023-11-14T21:05:24.091993,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:24.092931,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:24.094947,avr/fcm/location/local,"{""dX"": 1.9568815231323242, ""dY"": 1.4303686618804932, ""dZ"": -7.058630466461182}"
2023-11-14T21:05:24.097987,avr/fusion/geo,"{""lat"": 32.808566567785164, ""lon"": -97.15632886840197, ""alt"": 169.0866467887404}"
2023-11-14T21:05:24.098983,avr/fusion/hil_gps,"{""time_usec"": 1699400841052025, ""fix_type"": 3, ""lat"": 328085665, ""lon"": -971563288, ""alt"": 169086, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 17900, ""satellites_visible"": 13, ""heading"": 17995}"
2023-11-14T21:05:24.132559,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.23414611816406}"
2023-11-14T21:05:24.138389,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:24.139389,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:24.142339,avr/fcm/attitude/euler,"{""roll"": 1.585867166519165, ""pitch"": 2.148078680038452, ""yaw"": 179.23497009277344}"
2023-11-14T21:05:24.144402,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2023-11-14T21:05:24.146398,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.236328125}"
2023-11-14T21:05:24.149387,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:24.151389,avr/fcm/location/local,"{""dX"": 1.9568716287612915, ""dY"": 1.4303773641586304, ""dZ"": -7.058629035949707}"
2023-11-14T21:05:24.152391,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:24.154389,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.23826599121094}"
2023-11-14T21:05:24.156389,avr/fcm/location/global_full,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""rel_alt"": 0.0, ""abs_alt"": 169.08401489257812}"
2023-11-14T21:05:24.157399,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2023-11-14T21:05:24.187789,avr/fcm/location/local,"{""dX"": 1.9568631649017334, ""dY"": 1.4303817749023438, ""dZ"": -7.058627605438232}"
2023-11-14T21:05:24.190779,avr/fcm/location/global,"{""lat"": 32.8085665, ""lon"": -97.1563288, ""alt"": 0.0, ""hdg"": 179.23916625976562}"
